"fareaId","farea","roleId","role"
24.1,"IT Software - Telecom",24.02,"Team Lead/Tech Lead"
24.1,"IT Software - Telecom",24.03,"System Analyst"
24.1,"IT Software - Telecom",24.04,"Tech Architect"
24.1,"IT Software - Telecom",24.05,"Database Architect/Designer"
24.1,"IT Software - Telecom",24.06,"Project Lead"
24.1,"IT Software - Telecom",24.07,"Testing Engnr"
24.1,"IT Software - Telecom",24.08,"Product Mgr"
24.1,"IT Software - Telecom",24.09,"Graphic/Web Designer"
24.1,"IT Software - Telecom",24.1,"Release Mgr"
24.1,"IT Software - Telecom",24.11,"DBA"
24.1,"IT Software - Telecom",24.12,"Network Admin"
24.1,"IT Software - Telecom",24.13,"System Admin"
24.1,"IT Software - Telecom",24.14,"System Security"
24.1,"IT Software - Telecom",24.15,"Tech Support Engnr"
24.1,"IT Software - Telecom",24.16,"Maintenance Engnr"
24.1,"IT Software - Telecom",24.17,"Webmaster"
24.1,"IT Software - Telecom",24.18,"IT/Networking-Mgr"
24.1,"IT Software - Telecom",24.19,"Information Systems(MIS)-Mgr"
24.1,"IT Software - Telecom",24.2,"System Integration Techician"
24.1,"IT Software - Telecom",24.21,"Business Analyst"
24.1,"IT Software - Telecom",24.22,"Datawarehousing Technician"
24.1,"IT Software - Telecom",24.23,"Outside Technical Consultant"
24.1,"IT Software - Telecom",24.24,"Functional Outside Consultant"
24.1,"IT Software - Telecom",24.25,"EDP Analyst"
24.1,"IT Software - Telecom",24.26,"Technical Writer"
24.1,"IT Software - Telecom",24.27,"Instructional Designer"
24.1,"IT Software - Telecom",24.28,"Technical Documentor"
24.1,"IT Software - Telecom",24.29,"QA/QC Exec."
24.1,"IT Software - Telecom",24.3,"QA/QC Mgr"
24.1,"IT Software - Telecom",24.31,"Project Mgr-IT/Software"
24.1,"IT Software - Telecom",24.32,"Program Mgr"
24.1,"IT Software - Telecom",24.33,"Head/VP/GM-Quality"
24.1,"IT Software - Telecom",24.34,"Head/VP/GM-Technology(IT)/CTO"
24.1,"IT Software - Telecom",24.35,"CIO"
24.1,"IT Software - Telecom",24.36,"Trainer/Faculty"
24.1,"IT Software - Telecom",24.37,"Trainee"
24.1,"IT Software - Telecom",24.38,"Fresher"
24.1,"IT Software - Telecom",24.39,"Outside Consultant"
24.1,"IT Software - Telecom",24.4,"IT/Technical Content Developer"
,,,
24.11,"IT Software - Systems / EDP / MIS ",24.01,"Software Developer"
24.11,"IT Software - Systems / EDP / MIS ",24.02,"Team Lead/Tech Lead"
24.11,"IT Software - Systems / EDP / MIS ",24.03,"System Analyst"
24.11,"IT Software - Systems / EDP / MIS ",24.04,"Tech Architect"
24.11,"IT Software - Systems / EDP / MIS ",24.05,"Database Architect/Designer"
24.11,"IT Software - Systems / EDP / MIS ",24.06,"Project Lead"
24.11,"IT Software - Systems / EDP / MIS ",24.07,"Testing Engnr"
24.11,"IT Software - Systems / EDP / MIS ",24.08,"Product Mgr"
24.11,"IT Software - Systems / EDP / MIS ",24.09,"Graphic/Web Designer"
24.11,"IT Software - Systems / EDP / MIS ",24.1,"Release Mgr"
24.11,"IT Software - Systems / EDP / MIS ",24.11,"DBA"
24.11,"IT Software - Systems / EDP / MIS ",24.12,"Network Admin"
24.11,"IT Software - Systems / EDP / MIS ",24.13,"System Admin"
24.11,"IT Software - Systems / EDP / MIS ",24.14,"System Security"
24.11,"IT Software - Systems / EDP / MIS ",24.15,"Tech Support Engnr"
24.11,"IT Software - Systems / EDP / MIS ",24.16,"Maintenance Engnr"
24.11,"IT Software - Systems / EDP / MIS ",24.17,"Webmaster"
24.11,"IT Software - Systems / EDP / MIS ",24.18,"IT/Networking-Mgr"
24.11,"IT Software - Systems / EDP / MIS ",24.19,"Information Systems(MIS)-Mgr"
24.11,"IT Software - Systems / EDP / MIS ",24.2,"System Integration Techician"
24.11,"IT Software - Systems / EDP / MIS ",24.21,"Business Analyst"
24.11,"IT Software - Systems / EDP / MIS ",24.22,"Datawarehousing Technician"
24.11,"IT Software - Systems / EDP / MIS ",24.23,"Outside Technical Consultant"
24.11,"IT Software - Systems / EDP / MIS ",24.24,"Functional Outside Consultant"
24.11,"IT Software - Systems / EDP / MIS ",24.25,"EDP Analyst"
24.11,"IT Software - Systems / EDP / MIS ",24.26,"Technical Writer"
24.11,"IT Software - Systems / EDP / MIS ",24.27,"Instructional Designer"
24.11,"IT Software - Systems / EDP / MIS ",24.28,"Technical Documentor"
24.11,"IT Software - Systems / EDP / MIS ",24.29,"QA/QC Exec."
24.11,"IT Software - Systems / EDP / MIS ",24.3,"QA/QC Mgr"
24.11,"IT Software - Systems / EDP / MIS ",24.31,"Project Mgr-IT/Software"
24.11,"IT Software - Systems / EDP / MIS ",24.32,"Program Mgr"
24.11,"IT Software - Systems / EDP / MIS ",24.33,"Head/VP/GM-Quality"
24.11,"IT Software - Systems / EDP / MIS ",24.34,"Head/VP/GM-Technology(IT)/CTO"
24.11,"IT Software - Systems / EDP / MIS ",24.35,"CIO"
24.11,"IT Software - Systems / EDP / MIS ",24.36,"Trainer/Faculty"
24.11,"IT Software - Systems / EDP / MIS ",24.37,"Trainee"
24.11,"IT Software - Systems / EDP / MIS ",24.38,"Fresher"
24.11,"IT Software - Systems / EDP / MIS ",24.39,"Outside Consultant"
24.11,"IT Software - Systems / EDP / MIS ",24.4,"IT/Technical Content Developer"
,,,
24.12,"IT Software - E- Commerce /  Internet Technologies",24.01,"Software Developer"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.02,"Team Lead/Tech Lead"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.03,"System Analyst"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.04,"Tech Architect"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.05,"Database Architect/Designer"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.06,"Project Lead"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.07,"Testing Engnr"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.08,"Product Mgr"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.09,"Graphic/Web Designer"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.1,"Release Mgr"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.11,"DBA"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.12,"Network Admin"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.13,"System Admin"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.14,"System Security"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.15,"Tech Support Engnr"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.16,"Maintenance Engnr"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.17,"Webmaster"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.18,"IT/Networking-Mgr"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.19,"Information Systems(MIS)-Mgr"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.2,"System Integration Techician"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.21,"Business Analyst"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.22,"Datawarehousing Technician"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.23,"Outside Technical Consultant"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.24,"Functional Outside Consultant"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.25,"EDP Analyst"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.26,"Technical Writer"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.27,"Instructional Designer"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.28,"Technical Documentor"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.29,"QA/QC Exec."
24.12,"IT Software - E- Commerce /  Internet Technologies",24.3,"QA/QC Mgr"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.31,"Project Mgr-IT/Software"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.32,"Program Mgr"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.33,"Head/VP/GM-Quality"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.34,"Head/VP/GM-Technology(IT)/CTO"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.35,"CIO"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.36,"Trainer/Faculty"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.37,"Trainee"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.38,"Fresher"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.39,"Outside Consultant"
24.12,"IT Software - E- Commerce /  Internet Technologies",24.4,"IT/Technical Content Developer"
,,,
24.13,"IT Software -",24.01,"Software Developer"
24.13,"Mainframe",24.02,"Team Lead/Tech Lead"
24.13,"Mainframe",24.03,"System Analyst"
24.13,"Mainframe",24.04,"Tech Architect"
24.13,"Mainframe",24.05,"Database Architect/Designer"
24.13,"Mainframe",24.06,"Project Lead"
24.13,"Mainframe",24.07,"Testing Engnr"
24.13,"Mainframe",24.08,"Product Mgr"
24.13,"Mainframe",24.09,"Graphic/Web Designer"
24.13,"Mainframe",24.1,"Release Mgr"
24.13,"Mainframe",24.11,"DBA"
24.13,"Mainframe",24.12,"Network Admin"
24.13,"Mainframe",24.13,"System Admin"
24.13,"Mainframe",24.14,"System Security"
24.13,"Mainframe",24.15,"Tech Support Engnr"
24.13,"Mainframe",24.16,"Maintenance Engnr"
24.13,"Mainframe",24.17,"Webmaster"
24.13,"Mainframe",24.18,"IT/Networking-Mgr"
24.13,"Mainframe",24.19,"Information Systems(MIS)-Mgr"
24.13,"Mainframe",24.2,"System Integration Techician"
24.13,"Mainframe",24.21,"Business Analyst"
24.13,"Mainframe",24.22,"Datawarehousing Technician"
24.13,"Mainframe",24.23,"Outside Technical Consultant"
24.13,"Mainframe",24.24,"Functional Outside Consultant"
24.13,"Mainframe",24.25,"EDP Analyst"
24.13,"Mainframe",24.26,"Technical Writer"
24.13,"Mainframe",24.27,"Instructional Designer"
24.13,"Mainframe",24.28,"Technical Documentor"
24.13,"Mainframe",24.29,"QA/QC Exec."
24.13,"Mainframe",24.3,"QA/QC Mgr"
24.13,"Mainframe",24.31,"Project Mgr-IT/Software"
24.13,"Mainframe",24.32,"Program Mgr"
24.13,"Mainframe",24.33,"Head/VP/GM-Quality"
24.13,"Mainframe",24.34,"Head/VP/GM-Technology(IT)/CTO"
24.13,"Mainframe",24.35,"CIO"
24.13,"Mainframe",24.36,"Trainer/Faculty"
24.13,"Mainframe",24.37,"Trainee"
24.13,"Mainframe",24.38,"Fresher"
24.13,"Mainframe",24.39,"Outside Consultant"
24.13,"Mainframe",24.4,"IT/Technical Content Developer"
,,,
24.14,"IT Software - Mobile",24.01,"Software Developer"
24.14,"IT Software - Mobile",24.02,"Team Lead/Tech Lead"
24.14,"IT Software - Mobile",24.03,"System Analyst"
24.14,"IT Software - Mobile",24.04,"Tech Architect"
24.14,"IT Software - Mobile",24.05,"Database Architect/Designer"
24.14,"IT Software - Mobile",24.06,"Project Lead"
24.14,"IT Software - Mobile",24.07,"Testing Engnr"
24.14,"IT Software - Mobile",24.08,"Product Mgr"
24.14,"IT Software - Mobile",24.09,"Graphic/Web Designer"
24.14,"IT Software - Mobile",24.1,"Release Mgr"
24.14,"IT Software - Mobile",24.11,"DBA"
24.14,"IT Software - Mobile",24.12,"Network Admin"
24.14,"IT Software - Mobile",24.13,"System Admin"
24.14,"IT Software - Mobile",24.14,"System Security"
24.14,"IT Software - Mobile",24.15,"Tech Support Engnr"
24.14,"IT Software - Mobile",24.16,"Maintenance Engnr"
24.14,"IT Software - Mobile",24.17,"Webmaster"
24.14,"IT Software - Mobile",24.18,"IT/Networking-Mgr"
24.14,"IT Software - Mobile",24.19,"Information Systems(MIS)-Mgr"
24.14,"IT Software - Mobile",24.2,"System Integration Techician"
24.14,"IT Software - Mobile",24.21,"Business Analyst"
24.14,"IT Software - Mobile",24.22,"Datawarehousing Technician"
24.14,"IT Software - Mobile",24.23,"Outside Technical Consultant"
24.14,"IT Software - Mobile",24.24,"Functional Outside Consultant"
24.14,"IT Software - Mobile",24.25,"EDP Analyst"
24.14,"IT Software - Mobile",24.26,"Technical Writer"
24.14,"IT Software - Mobile",24.27,"Instructional Designer"
24.14,"IT Software - Mobile",24.28,"Technical Documentor"
24.14,"IT Software - Mobile",24.29,"QA/QC Exec."
24.14,"IT Software - Mobile",24.3,"QA/QC Mgr"
24.14,"IT Software - Mobile",24.31,"Project Mgr-IT/Software"
24.14,"IT Software - Mobile",24.32,"Program Mgr"
24.14,"IT Software - Mobile",24.33,"Head/VP/GM-Quality"
24.14,"IT Software - Mobile",24.34,"Head/VP/GM-Technology(IT)/CTO"
24.14,"IT Software - Mobile",24.35,"CIO"
24.14,"IT Software - Mobile",24.36,"Trainer/Faculty"
24.14,"IT Software - Mobile",24.37,"Trainee"
24.14,"IT Software - Mobile",24.38,"Fresher"
24.14,"IT Software - Mobile",24.39,"Outside Consultant"
24.14,"IT Software - Mobile",24.4,"IT/Technical Content Developer"
,,,
24.15,"IT Software - Middleware",24.01,"Software Developer"
24.15,"IT Software - Middleware",24.02,"Team Lead/Tech Lead"
24.15,"IT Software - Middleware",24.03,"System Analyst"
24.15,"IT Software - Middleware",24.04,"Tech Architect"
24.15,"IT Software - Middleware",24.05,"Database Architect/Designer"
24.15,"IT Software - Middleware",24.06,"Project Lead"
24.15,"IT Software - Middleware",24.07,"Testing Engnr"
24.15,"IT Software - Middleware",24.08,"Product Mgr"
24.15,"IT Software - Middleware",24.09,"Graphic/Web Designer"
24.15,"IT Software - Middleware",24.1,"Release Mgr"
24.15,"IT Software - Middleware",24.11,"DBA"
24.15,"IT Software - Middleware",24.12,"Network Admin"
24.15,"IT Software - Middleware",24.13,"System Admin"
24.15,"IT Software - Middleware",24.14,"System Security"
24.15,"IT Software - Middleware",24.15,"Tech Support Engnr"
24.15,"IT Software - Middleware",24.16,"Maintenance Engnr"
24.15,"IT Software - Middleware",24.17,"Webmaster"
24.15,"IT Software - Middleware",24.18,"IT/Networking-Mgr"
24.15,"IT Software - Middleware",24.19,"Information Systems(MIS)-Mgr"
24.15,"IT Software - Middleware",24.2,"System Integration Techician"
24.15,"IT Software - Middleware",24.21,"Business Analyst"
24.15,"IT Software - Middleware",24.22,"Datawarehousing Technician"
24.15,"IT Software - Middleware",24.23,"Outside Technical Consultant"
24.15,"IT Software - Middleware",24.24,"Functional Outside Consultant"
24.15,"IT Software - Middleware",24.25,"EDP Analyst"
24.15,"IT Software - Middleware",24.26,"Technical Writer"
24.15,"IT Software - Middleware",24.27,"Instructional Designer"
24.15,"IT Software - Middleware",24.28,"Technical Documentor"
24.15,"IT Software - Middleware",24.29,"QA/QC Exec."
24.15,"IT Software - Middleware",24.3,"QA/QC Mgr"
24.15,"IT Software - Middleware",24.31,"Project Mgr-IT/Software"
24.15,"IT Software - Middleware",24.32,"Program Mgr"
24.15,"IT Software - Middleware",24.33,"Head/VP/GM-Quality"
24.15,"IT Software - Middleware",24.34,"Head/VP/GM-Technology(IT)/CTO"
24.15,"IT Software - Middleware",24.35,"CIO"
24.15,"IT Software - Middleware",24.36,"Trainer/Faculty"
24.15,"IT Software - Middleware",24.37,"Trainee"
24.15,"IT Software - Middleware",24.38,"Fresher"
24.15,"IT Software - Middleware",24.39,"Outside Consultant"
24.15,"IT Software - Middleware",24.4,"IT/Technical Content Developer"
,,,
37,"IT- Hardware / Telecom / Technical Staff / Support",37.01,"Customer Support Engnr/Technician"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.02,"Technical Support Mgr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.03,"Head/VP/GM-Tech. Support"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.04,"RF Engnr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.05,"RF Installation Engnr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.06,"RF System Designer"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.07,"GPRS Engnr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.08,"GSM Engnr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.09,"Embedded Technologies Engnr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.1,"Switching/Router Engnr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.11,"Mech. Engnr -Telecom"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.12,"Civil Engnr -Telecom"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.13,"Electrical Engnr -Telecom"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.14,"Network Planning Engnr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.15,"Network Planning Manager"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.16,"Security Engnr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.17,"Maintenance Engnr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.18,"Hardware Design Engnr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.19,"Tech Lead -Hardware Design"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.2,"Hardware Installation Technician"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.21,"QA/QC Exec."
37,"IT- Hardware / Telecom / Technical Staff / Support",37.22,"QA/QC Mgr"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.23,"Network Admin"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.24,"System Admin"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.25,"Project Mgr-Telecom"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.27,"Head/VP/GM-Operations"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.28,"Head/VP/GM-Quality"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.29,"CEO/MD/Director"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.3,"SBU Head/Profit Centre Head"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.31,"CTO/Head/VP-Technology (Telecom/ISP)"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.32,"CIO"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.33,"Outside Consultant"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.35,"Trainee"
37,"IT- Hardware / Telecom / Technical Staff / Support",37.36,"Fresher"
,,,
13,"Legal",13.01,"Apprentice/Intern"
13,"Legal",13.02,"Private Attorney/Lawyer"
13,"Legal",13.03,"Advisor/Outside Consultant"
13,"Legal",13.04,"Law Officer"
13,"Legal",13.05,"Legal Mgr"
13,"Legal",13.06,"Company Secretary"
13,"Legal",13.07,"Head/VP/GM-Legal"
13,"Legal",13.08,"Drug Regulatory Dr."
13,"Legal",13.09,"Documentation/Medical Writing"
13,"Legal",13.1,"Regulatory Affairs Mgr"
13,"Legal",13.11,"Head/VP/GM-Regulatory Affairs"
13,"Legal",13.14,"Fresher"
13,"Legal",13.15,"Trainee"
,,,
18,"Packaging",18.01,"Scientist"
18,"Packaging",18.02,"Packaging Development Exec./Mgr"
18,"Packaging",18.03,"Head/VP/GM-Packaging Development"
18,"Packaging",18.04,"Fresher"
18,"Packaging",18.05,"Trainee"
18,"Packaging",18.07,"Outside Consultant"
,,,
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.01,"Clinical Research Associate/Scientist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.02,"Clinical Research Mgr"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.03,"Analytical Chemistry Associate/Scientist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.04,"Analytical Chemistry Mgr"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.05,"Chemical Research Associate/Scientist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.06,"Chemical Research Mgr"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.07,"Bio/Pharma Informatics-Associate/Scientist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.08,"Formulation Scientist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.09,"Microbiologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.1,"Molecular Biology"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.12,"Nutritionist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.13,"Research Scientist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.14,"Bio-Tech Research Associate/Scientist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.15,"Bio-Tech Research Mgr"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.16,"Pharmacist/Chemist/Bio Chemist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.17,"Bio-Statistician"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.18,"Chief Medical Officer/Head MedicalServices"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.19,"Clinical Researcher"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.2,"Intern"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.21,"Admin Services/Medical Facilities"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.22,"Lab Technician/Medical Technician/LabStaff"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.23,"Medical Officer"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.24,"Nurse"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.25,"Medical Superintendent/Director"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.26,"Anaesthesist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.27,"Cardiologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.28,"Dermatologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.29,"Dietician/Nutritionist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.3,"ENT Specialist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.31,"General Practitioner"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.32,"Gynaeocologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.33,"Hepatologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.34,"Microbiologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.35,"Nephrologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.36,"Neurologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.37,"Oncologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.38,"Opthamologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.39,"Orthopaedist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.4,"Paramedic"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.41,"Pathologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.42,"Pediatrician"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.43,"Pharmacist/Chemist/Bio Chemist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.44,"Physiotherapist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.45,"Psychiatrist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.46,"Radiologist"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.47,"Surgeon"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.48,"Medical Rep."
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.49,"Drug Regulatory Dr."
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.5,"Documentation/Medical Writing"
16,"Pharma / Biotech / Healthcare / Medical / R&D",16.51,"Regulatory Affairs Mgr"
,,,
14,"Purchase / Logistics / Supply Chain",14.01,"Store Keeper/Warehouse Assistant"
14,"Purchase / Logistics / Supply Chain",14.02,"Warehouse Mgr"
14,"Purchase / Logistics / Supply Chain",14.03,"CFA"
14,"Purchase / Logistics / Supply Chain",14.04,"Logistics Exec."
14,"Purchase / Logistics / Supply Chain",14.05,"Logistics Mgr"
14,"Purchase / Logistics / Supply Chain",14.06,"Transport/Distribution Mgr"
14,"Purchase / Logistics / Supply Chain",14.07,"Purchase Exec."
14,"Purchase / Logistics / Supply Chain",14.08,"Purchase/Vendor Development Mgr"
14,"Purchase / Logistics / Supply Chain",14.09,"Material Mgmt Exec./Mgr"
14,"Purchase / Logistics / Supply Chain",14.1,"Commercial Mgr"
14,"Purchase / Logistics / Supply Chain",14.11,"QA/QC Exec."
14,"Purchase / Logistics / Supply Chain",14.12,"QA/QC Mgr"
14,"Purchase / Logistics / Supply Chain",14.13,"Commodity Trading Mgr"
14,"Purchase / Logistics / Supply Chain",14.14,"Head/VP/GM-SCM/Logistics"
14,"Purchase / Logistics / Supply Chain",14.15,"Head/VP/GM-Commercial"
14,"Purchase / Logistics / Supply Chain",14.16,"Head/VP/GM-Purchase/Material Mgmt"
14,"Purchase / Logistics / Supply Chain",14.18,"Trainee"
14,"Purchase / Logistics / Supply Chain",14.19,"Fresher"
,,,
9,"Self Employed / Consultants",9.01,"CEO/MD/Director"
9,"Self Employed / Consultants",9.02,"Outside Consultant"
9,"Self Employed / Consultants",9.03,"Director"
9,"Self Employed / Consultants",9.04,"VP/President/Partner"
,,,
36,"Teaching / Education",36.01,"Counsellor"
36,"Teaching / Education",36.02,"Lecturer/Professor"
36,"Teaching / Education",36.03,"Librarian"
36,"Teaching / Education",36.04,"Teacher/ Private Tutor"
36,"Teaching / Education",36.05,"Special Education Teacher"
36,"Teaching / Education",36.06,"Translator"
36,"Teaching / Education",36.07,"Transcriptionist"
36,"Teaching / Education",36.09,"Trainee"
36,"Teaching / Education",36.1,"Fresher"
,,,
44,"Ticketing / Travel / Airlines",44.01,"Travel Agent"
44,"Ticketing / Travel / Airlines",44.02,"Reservations Exec."
44,"Ticketing / Travel / Airlines",44.03,"Reservations Mgr"
44,"Ticketing / Travel / Airlines",44.04,"Tour Mngmt Exec."
44,"Ticketing / Travel / Airlines",44.05,"Tour Mgmt Mgr/Sr. Mgr"
44,"Ticketing / Travel / Airlines",44.06,"Operations Exec."
44,"Ticketing / Travel / Airlines",44.07,"BD Mgr"
44,"Ticketing / Travel / Airlines",44.08,"Mktg Mgr"
44,"Ticketing / Travel / Airlines",44.09,"Branch Mgr"
44,"Ticketing / Travel / Airlines",44.1,"Regional Mgr"
44,"Ticketing / Travel / Airlines",44.11,"General Mgr"
44,"Ticketing / Travel / Airlines",44.12,"Cashier/Billing Mgr"
44,"Ticketing / Travel / Airlines",44.13,"Operations Mgr"
44,"Ticketing / Travel / Airlines",44.14,"Cabin Crew"
44,"Ticketing / Travel / Airlines",44.15,"Ground Staff"
44,"Ticketing / Travel / Airlines",44.16,"Aviation Engnr"
44,"Ticketing / Travel / Airlines",44.17,"Maintenance Engnr"
44,"Ticketing / Travel / Airlines",44.18,"SBU/Profit Center Head"
44,"Ticketing / Travel / Airlines",44.19,"Head/VP/GM-Tour Management"
44,"Ticketing / Travel / Airlines",44.2,"CEO/MD/Director"
44,"Ticketing / Travel / Airlines",44.22,"Fresher"
44,"Ticketing / Travel / Airlines",44.23,"Trainee"
44,"Ticketing / Travel / Airlines",44.24,"Outside Consultant"
,,,
39,"Top Management",39.01,"CEO/MD/Director"
39,"Top Management",39.02,"CIO"
39,"Top Management",39.03,"Creative Director"
39,"Top Management",39.04,"National Creative Director/VP-Creative"
39,"Top Management",39.05,"CTO/Head/VP-Technology (Telecom/ISP)"
39,"Top Management",39.06,"Executive/Master Chef"
39,"Top Management",39.07,"Head/VP/GM-Documentation/Shipping"
39,"Top Management",39.08,"Head/VP/GM-BD"
39,"Top Management",39.09,"Head/VP/GM-Relationships"
39,"Top Management",39.1,"Head/VP/GM-Transitions"
39,"Top Management",39.11,"Head/VP/GM-HR"
39,"Top Management",39.12,"Head/VP/GM-Training and Development"
39,"Top Management",39.13,"Head/VP/GM-Technology (IT)/CTO"
39,"Top Management",39.14,"Head/Mgr/GM-Media Buying"
